,0,1,2,3
0,-85.0,33925.0,-5671.0,34395.82955824732
1,-25.227351194499686,33923.52501416111,-5250.5291818261285,34327.45610287588
2,34.457081866431906,33919.65895192362,-4823.584540557239,34260.93137270506
3,93.97306483882448,33913.41100514901,-4390.694420069064,34196.58571307234
4,153.24076771161438,33904.794941806365,-3952.395212839995,34134.73349386674
5,212.18093319338175,33893.82904660112,-3509.2303660466578,34075.671173883224
6,270.71504274968163,33880.53604361377,-3061.7493735473026,34019.67546087705
7,328.76547965474805,33864.94300152182,-2610.5067577989435,33967.00158638451
8,386.2556884519027,33847.081222145425,-2156.0610457917346,33917.88171375906
9,443.11033023365985,33826.986113175226,-1698.9737430636164,33872.52349685995
10,499.2554331746671,33804.697046052075,-1239.8083098077714,33831.108805476426
11,554.6185377757473,33780.25720006848,-779.1291430026416,33793.79263188285
12,609.1288363054018,33753.71339385083,-317.5005683807974,33760.702190925556
13,662.7173059561113,33725.11590545549,144.51415408910157,33731.93622377394
14,715.3168352665967,33694.51828237252,606.3538077012676,33707.564512970464
15,766.8623433976649,33661.97714277812,1067.4601761784565,33687.62761374516
16,817.2908918883281,33627.55196940772,1527.2789774025116,33672.13680377289
17,866.5417885601944,33591.304897439535,1985.2607708378282,33661.07425071716
18,914.5566832815483,33553.300497780685,2440.8618360200035,33654.393394085164
19,961.2796553477583,33513.605557137584,2893.5450197372193,33652.01953518443
20,1006.657292281301,33472.28885622739,3342.7805497950585,33653.85062638324
21,1050.6387599024163,33429.420947450424,3788.0468135232745,33659.75824849446
22,1093.175863569902,33385.073933295644,4228.831099452502,33669.58876297726
23,1134.2231005402089,33339.32124669138,4664.6303008571085,33683.164623822995
24,1173.7377034416438,33292.23743444689,5094.951580124652,33700.28583249528
25,1211.679674908393,33243.89794485279,5519.312993170253,33720.73151814699
26,1248.011813466037,33194.37892042705,5937.244073363451,33744.2616245508
27,1282.6997308057064,33143.756996705,6348.286374673732,33770.618684751826
28,1315.7118606276442,33092.10910788001,6751.99397396742,33799.52966436846
29,1347.0194592762484,33039.51230000786,7147.933932601407,33830.707854712025
30,1376.596598427477,32986.0435523926,7535.686717657374,33863.85479743588
31,1404.4201501252983,32931.77960767553,7914.846583342743,33898.662223227104
32,1430.4697644965554,32876.79681105607,8285.021913251148,33934.81398808098
33,1454.7278405028715,32821.170958981034,8645.835524325363,33971.9879919071
34,1477.1794901139465,32764.977157549263,8996.924933499244,34009.85806556326
35,1497.8124963086093,32708.2896907951,9337.942588112595,34048.095813862456
36,1516.6172653282138,32651.181898932973,9668.556061294084,34086.37240360268
37,1533.586773621563,32593.72606657078,9988.448213592988,34124.36028719823
38,1548.7165099311758,32535.99332082996,10297.317322211265,34161.73485400789
39,1562.0044129778537,32478.053539247227,10594.877179243793,34198.17600293373
40,1573.450805203997,32419.97526727467,10880.857160377593,34233.369631277004
41,1583.0583230361651,32361.825645144552,11155.002265531184,34267.00903616882
42,1590.8318441242936,32303.670343818976,11417.073132933834,34298.79622612387
43,1596.778412008703,32245.573509707276,11666.846028152437,34328.443141389456
44,1600.9071586571165,32187.59771779898,11904.112809571881,34355.67278276633
45,1603.2292253023152,32129.80393283564,12128.680871824092,34380.22024946722
46,1603.7576819971846,32072.25147811931,12340.373068642406,34401.83368734239
47,1602.507446288084,32014.998011543936,12539.027616592452,34420.27514945572
48,1599.4952013897316,31958.09950841868,12724.497981099094,34435.32137152569
49,1594.7393142257047,31901.61025064916,12896.65274615224,34446.764465178676
50,1588.2597536782628,31845.582821837244,13055.375469033024,34454.41253228792
51,1580.0780093698254,31790.068107859977,13200.564521356926,34458.090203906795
52,1570.2170112763777,31735.115302494258,13332.132917682422,34457.63910745857
53,1558.7010504505192,31680.771917657217,13450.008132883399,34452.91826591651
54,1545.5557011089984,31627.083797844134,13554.131909431391,34443.8044327184
55,1530.8077443167167,31574.095138355173,13644.46005568027,34430.19236610534
56,1514.4850934763986,31521.84850691522,13720.962236191717,34411.99504646999
57,1496.6167218106577,31470.38486830758,13783.621755085189,34389.14384015199
58,1477.2325920011338,31419.74361165494,13832.435333341347,34361.58861292754
59,1456.3635881279488,31369.962579999814,13867.41288093355,34329.29779622204
60,1434.0414500319805,31321.07810185318,13888.577264608175,34292.258408827314
61,1410.2987102024545,31273.125024397934,13895.964072081486,34250.47603663638
62,1385.1686332733266,31226.136748050594,13889.621373368818,34203.97477262115
63,1358.6851581936976,31180.14526210452,13869.609479910947,34152.7971189809
64,1330.8828431203906,31135.181181193664,13836.000702113051,34097.0038530769
65,1301.7968130646477,31091.273782334953,13788.879105863589,34036.673858453556
66,1271.4627103097869,31048.45104232336,13728.340268553795,33971.903921924284
67,1239.9166476025778,31006.739675271507,13654.491035073563,33902.808497379134
68,1207.1951641080868,30966.165170100732,13567.449274216033,33829.51943664927
69,1173.3351841057538,30926.751827806638,13467.343635881502,33752.18568744726
70,1138.3739783934366,30888.52279833685,13354.313309431169,33670.9729580912
71,1102.34912835621,30851.50011693231,13228.507783502777,33586.063348419615
72,1065.2984926476017,30815.704739797944,13090.086607563408,33497.65494601605
73,1027.2601764228343,30781.156578979397,12939.219155439523,33405.96138658794
74,988.2725030563424,30747.874536335872,12776.084391030688,33311.21137709176
75,948.3739882693494,30715.87653650982,12600.870636381404,33213.64817996601
76,907.6033165876488,30685.17955880328,12413.775342254883,33113.52905662963
77,865.9993200446679,30655.799667882442,12215.00486132353,33011.124668235956
78,823.6009590406462,30627.752043238605,12004.774224063187,32906.718431538735
79,780.4473052649903,30601.05100734363,11783.306917411883,32800.60582764088
80,736.577526585779,30575.710052444,11550.834666228815,32693.09366135835
81,692.0308738077025,30551.741865945893,11307.597217565484,32584.499268952848
82,646.8466691975615,30529.158354348136,11053.842127738373,32475.14967206895
83,601.0642966746625,30507.970665687008,10789.824552171078,32365.380675867073
84,554.7231935620439,30488.189210461635,10515.80703795349,32255.535909574606
85,507.8628437933607,30469.82368101259,10232.05931904629,32145.965807991885
86,460.5227724694448,30452.8830693312,9938.858114040711,32037.026532894008
87,412.74254165795253,30437.375683280432,9636.486926366082,31929.0788337664
88,364.5617473291325,30423.309161211444,9325.235846821204,31822.48684790532
89,316.0200173205034,30410.690484962644,9005.401358289908,31717.61684060507
90,267.15701022313334,30399.525991231676,8677.286142486255,31614.83588694184
91,218.01241508222586,30389.82138131113,8341.198888560722,31514.510497541472
92,168.62595180474756,30381.581729182777,7997.454103385298,31417.005191685428
93,119.03737216700834,30374.811487965693,7646.371923322657,31322.681022147546
94,69.28646131520712,30369.514494715477,7288.2779272724965,31231.89405725536
95,19.413039652148825,30365.69397357368,6923.502950776638,31144.99382681349
96,-30.543034996518912,30363.352537267136,6552.382900953543,31062.321739690706
97,-80.54186504302811,30362.49218695834,6175.258572022619,30984.209482032453
98,-130.54351073156556,30363.11431044993,5792.475461168814,30910.977406188344
99,-180.50798777197343,30365.219678745954,5404.383584488753,30842.93292150475
100,-230.39526511929773,30368.808440974848,5011.337292750855,30780.36889909752
101,-280.16526300538567,30373.88011767997,4613.695086693603,30723.562103551245
102,-329.77785132871713,30380.43359248453,4211.819431578294,30672.771665156215
103,-379.19284850869855,30388.467102138686,3806.07657070532,30628.23760676081
104,-428.3700209106952,30397.978224958675,3396.8363375961426,30590.17943955691
105,-477.26908294812023,30408.96386766923,2984.47196653679,30558.794842103885
106,-525.8496979679207,30421.420250661573,2569.359901172842,30534.258436614604
107,-574.0714800258663,30435.342891681838,2151.8796008404997,30516.720675966164
108,-621.893996657956,30450.726587967183,1732.4133443135233,30506.306854055052
109,-669.27677275419,30467.56539684794,1311.3460306415107,30503.116250996936
110,-716.1792956407876,30485.852614838823,889.0649767512962,30507.2214232969
111,-762.5610214765461,30505.580755243598,465.9597114801202,30518.6676475053
112,-808.3813830686304,30526.74152430188,42.4217657067494,30537.472524068427
113,-853.5997992124056,30549.325795910358,-381.15554175507066,30563.62574612018
114,-898.1756856590281,30573.323584955364,-804.377322837518,30597.0890358902
115,-942.0684678133954,30598.724019297246,-1226.8473438109368,30637.796249276522
116,-985.2375952635813,30625.5153104541,-1648.168254123858,30685.65364700385
117,-1027.6425582410952,30653.684723036196,-2067.9418208258035,30740.540328711388
118,-1069.2429061091086,30683.218542990187,-2485.7691689054577,30802.30882434371
119,-1109.9982679731697,30714.102044718238,-2901.2510278733516,30870.785835397914
120,-1149.8683755057593,30746.319457144953,-3313.987984913606,30945.77311695331
121,-1188.8130880723904,30779.853928813158,-3723.5807449235012,31027.04849000968
122,-1226.7924202427012,30814.68749209777,-4129.630397752517,31114.36697251052
123,-1263.7665717650339,30850.80102663747,-4531.738692943967,31207.462016546808
124,-1299.6959600774023,30888.174222092806,-4929.508322272321,31306.04683862771
125,-1334.5412554213792,30926.785540351175,-5322.543210357584,31409.815829568626
126,-1368.2634186182263,30966.61217730943,-5710.448813624713,31518.446030469928
127,-1400.8237415586368,31007.630024378184,-6092.832427860644,31631.59866142753
128,-1432.183890448485,31049.813629863904,-6469.3035046042,31748.920690001836
129,-1462.3059518431517,31093.136160398823,-6839.473976584558,31870.046427049245
130,-1491.1524814921831,31137.569362602313,-7202.958592402164,31994.59913825755
131,-1518.6865560041856,31183.08352517252,-7559.375260621597,32122.1926605917
132,-1544.8718273290467,31229.647441621993,-7908.345403418991,32252.433013815567
133,-1569.6725800406425,31277.22837388695,-8249.49431989688,32384.919998277303
134,-1593.0537913882688,31325.79201705498,-8582.45155914664,32519.2487711992
135,-1614.9811940690515,31375.302465474182,-8906.851303102947,32655.011394773293
136,-1635.4213416565697,31425.722180520683,-9222.332759195599,32791.798350400786
137,-1654.3416766029002,31477.011960320237,-9528.540562761595,32929.20001441398
138,-1671.7106007123127,31529.13091173485,-9825.125189134304,33066.808091559265
139,-1687.4975479650107,31582.036424941394,-10111.743375276776,33204.2170033893
140,-1701.6730595485426,31635.68415094522,-10388.058550772676,33341.02522950128
141,-1714.208860933116,31690.02798238677,-10653.741277930683,33476.83660025903
142,-1725.0779408049457,31745.020038012135,-10908.469700696607,33611.26154024361
143,-1734.2546316492073,31800.61065119248,-11151.930002001676,33743.918262194726
144,-1741.7146917512262,31856.74836288783,-11383.816869105527,33874.433911626475
145,-1747.435388361425,31913.379919459632,-11603.833966418279,34002.44566263535
146,-1751.3955817463948,31970.450275744945,-11811.69441520782,34127.60176566605
147,-1753.5758098255387,32027.902603809514,-12007.121279516077,34249.56254816872
148,-1753.9583730701702,32085.678307798014,-12189.84805752175,34368.001369172314
149,-1752.52741932009,32143.717045300476,-12359.61917749694,34482.6055288251
150,-1749.2690281516486,32201.956755647858,-12516.190497411557,34593.077133914536
151,-1744.1712944114654,32260.333695541587,-12659.329807142713,34699.13392028621
152,-1737.2244105115262,32318.782482409086,-12788.817332146755,34800.51003294013
153,-1728.4207470646727,32377.236145860414,-12904.446237349917,34896.95676439922
154,-1717.7549314247258,32435.626187597547,-13006.023129910072,34988.243251723194
155,-1705.2239236829917,32493.882650101845,-13093.368559397646,35074.15713229205
156,-1690.8270896628953,32551.934194391066,-13166.317513839052,35154.50515820596
157,-1674.5662704473289,32609.70818709862,-13224.719909961985,35229.11376885305
158,-1656.4458479690895,32667.13079708388,-13268.441075879491,35297.82962088641
159,-1636.4728061939454,32724.127101731523,-13297.362224350094,35360.52007453036
160,-1614.6567874283828,32780.62120304054,-13311.380914655418,35417.07363480885
161,-1591.0101432903025,32836.53635354318,-13310.411501046256,35467.40034596277
162,-1565.5479798909469,32891.79509202341,-13294.385565623958,35511.432136995914
163,-1538.2881967901653,32946.31938893395,-13263.252333448016,35549.12311597494
164,-1509.2515193049076,33000.03080133069,-13216.979067594233,35580.44981040182
165,-1478.461523772594,33052.85063706072,-13155.551441832433,35605.41135068967
166,-1445.9446553966286,33104.7001278536,-13078.973888549846,35624.0295935054
167,-1411.7302383307517,33155.50061087761,-12987.269919517752,35636.34918150474
168,-1375.8504776919988,33205.17371822648,-12880.482417086132,35642.437535772275
169,-1338.3404532286188,33253.64157371396,-12758.67389339554,35642.38477711331
170,-1299.238104408987,33300.8269962571,-12621.926715218524,35636.30357221328
171,-1258.5842067402552,33346.65370903793,-12470.343292086027,35624.3289006042
172,-1216.4223391706053,33391.04655354412,-12304.046225418404,35606.61773835612
173,-1172.7988424763096,33433.931707502255,-12123.178416466919,35583.348654452515
174,-1127.7627685838693,33475.236905637365,-11927.903130980665,35554.721315921015
175,-1081.3658208278207,33514.891662116584,-11718.404018646095,35520.955897977845
176,-1033.662285195847,33552.82749346956,-11494.885085502083,35482.292395718476
177,-984.7089526642461,33588.978140719475,-11257.570617712443,35438.989834248525
178,-934.5650327779987,33623.2797894115,-11006.705055279659,35391.325374609216
179,-883.2920586801307,33655.671286190205,-10742.552814507368,35339.593313414
180,-830.953783844416,33686.094350553256,-10465.398058263776,35284.10397478123
181,-777.6160708132006,33714.493780398676,-10175.544413361957,35225.18249392655
182,-723.3467722878144,33740.81764998818,-9873.314634654052,35163.16749267061
183,-668.2156049624122,33765.01749896426,-9559.050215732455,35098.409648116154
184,-612.2940165326476,33787.04851109552,-9233.110946439367,35031.27015686217
185,-555.6550463482965,33806.86968146859,-8895.874417703886,34962.11909833114
186,-498.37318021337626,33824.4439709094,-8547.735474549652,34891.33370209313
187,-440.52419986836424,33839.73844649173,-8189.105618442648,34819.29652545624
188,-382.1850277167719,33852.72440707943,-7820.412360474526,34746.39354904254
189,-323.4335673824302,33863.37749295211,-7442.098527197848,34673.012199565324
190,-264.3485407042536,33871.677778675796,-7054.621521242359,34599.53931053689
191,-205.00932179225458,33877.60984850387,-6658.452539141997,34526.3590331427
192,-145.4957687819471,33881.16285372521,-6254.07574908706,34453.850710982966
